monster_id,image,モンスター名,種族,ボス,反撃,難易度,攻撃,防御,HP,コイン
M0005,Thief_Sprite.png,泥棒,アライグマ,,,悪夢,0,0,6,5
M0005,Thief_Sprite.png,泥棒,アライグマ,,,狂気,0,0,6,5
M0005,Thief_Sprite.png,泥棒,アライグマ,,,極限,0,0,6,5
M0006,Tennoji_Masao_Sprite.png,天王寺雅央,天王寺雅央,1,1,普通,3,1,140,
M0006,Tennoji_Masao_Sprite.png,天王寺雅央,天王寺雅央,1,1,困難,4,1,160,
M0006,Tennoji_Masao_Sprite.png,天王寺雅央,天王寺雅央,1,1,悪夢,4,1,180,
M0006,Tennoji_Masao_Sprite.png,天王寺雅央,天王寺雅央,1,1,狂気,4,1,240,
M0006,Tennoji_Masao_Sprite.png,天王寺雅央,天王寺雅央,1,1,極限,4,1,444,
M0007,Martial_Spirit_-_Enmity_Sprite.png,サムライの化身-怨,サムライの化身-怨,,1,普通,11,11,44,18
M0007,Martial_Spirit_-_Enmity_Sprite.png,サムライの化身-怨,サムライの化身-怨,,1,困難,11,11,44,18
M0007,Martial_Spirit_-_Enmity_Sprite.png,サムライの化身-怨,サムライの化身-怨,,1,悪夢,11,11,44,18
M0007,Martial_Spirit_-_Enmity_Sprite.png,サムライの化身-怨,サムライの化身-怨,,1,狂気,11,11,44,18
M0007,Martial_Spirit_-_Enmity_Sprite.png,サムライの化身-怨,サムライの化身-怨,,1,極限,11,11,44,18
M0008,Martial_Spirit_-_Murder_Sprite.png,サムライの化身-戮,サムライの化身-戮,,1,普通,8,5,66,18
M0008,Martial_Spirit_-_Murder_Sprite.png,サムライの化身-戮,サムライの化身-戮,,1,困難,8,5,66,18
M0008,Martial_Spirit_-_Murder_Sprite.png,サムライの化身-戮,サムライの化身-戮,,1,悪夢,8,5,66,18
M0008,Martial_Spirit_-_Murder_Sprite.png,サムライの化身-戮,サムライの化身-戮,,1,狂気,8,5,66,18
M0008,Martial_Spirit_-_Murder_Sprite.png,サムライの化身-戮,サムライの化身-戮,,1,極限,8,5,66,18
M0009,Spear_Spirit_Sprite.png,長戟霊,長戟霊,,1,普通,3,4,11,12
M0009,Spear_Spirit_Sprite.png,長戟霊,長戟霊,,1,困難,4,5,12,12
M0009,Spear_Spirit_Sprite.png,長戟霊,長戟霊,,1,悪夢,6,7,13,12
M0009,Spear_Spirit_Sprite.png,長戟霊,長戟霊,,1,狂気,7,8,15,12
M0009,Spear_Spirit_Sprite.png,長戟霊,長戟霊,,1,極限,9,10,15,12
M0010,Sword_Spirit_Sprite.png,刀剣霊,刀剣霊,,,普通,4,0,22,12
M0010,Sword_Spirit_Sprite.png,刀剣霊,刀剣霊,,,困難,4,0,24,12
M0010,Sword_Spirit_Sprite.png,刀剣霊,刀剣霊,,,悪夢,5,1,25,12
M0010,Sword_Spirit_Sprite.png,刀剣霊,刀剣霊,,,狂気,5,2,29,12
M0010,Sword_Spirit_Sprite.png,刀剣霊,刀剣霊,,,極限,5,2,33,12
M0011,Fever_Red_Spirit_Sprite.png,凶暴赤霊,凶暴赤霊,,1,普通,4,4,5,8
M0011,Fever_Red_Spirit_Sprite.png,凶暴赤霊,凶暴赤霊,,1,困難,5,5,6,8
M0011,Fever_Red_Spirit_Sprite.png,凶暴赤霊,凶暴赤霊,,1,悪夢,5,5,6,8
M0011,Fever_Red_Spirit_Sprite.png,凶暴赤霊,凶暴赤霊,,1,狂気,6,6,6,8
M0011,Fever_Red_Spirit_Sprite.png,凶暴赤霊,凶暴赤霊,,1,極限,6,6,6,8
M0012,Frozen_Blue_Spirit_Sprite.png,氷刻青霊,氷刻青霊,,,普通,4,0,10,6
M0012,Frozen_Blue_Spirit_Sprite.png,氷刻青霊,氷刻青霊,,,困難,4,0,10,6
M0012,Frozen_Blue_Spirit_Sprite.png,氷刻青霊,氷刻青霊,,,悪夢,5,0,11,6
M0012,Frozen_Blue_Spirit_Sprite.png,氷刻青霊,氷刻青霊,,,狂気,5,0,11,6
M0012,Frozen_Blue_Spirit_Sprite.png,氷刻青霊,氷刻青霊,,,極限,5,0,12,6
M0013,Lion_Gawu_Sprite.png,獅子舞いガオー,天王寺雅央,1,1,普通,3,0,120,
M0013,Lion_Gawu_Sprite.png,獅子舞いガオー,天王寺雅央,1,1,困難,3,0,145,
M0013,Lion_Gawu_Sprite.png,獅子舞いガオー,天王寺雅央,1,1,悪夢,4,1,160,
M0013,Lion_Gawu_Sprite.png,獅子舞いガオー,天王寺雅央,1,1,狂気,4,1,188,
M0013,Lion_Gawu_Sprite.png,獅子舞いガオー,天王寺雅央,1,1,極限,4,1,236,
M0014,Ground_Control_Sprite.png,指揮センター,指揮センター,1,,普通,0,0,120,
M0014,Ground_Control_Sprite.png,指揮センター,指揮センター,1,,困難,0,0,145,
M0014,Ground_Control_Sprite.png,指揮センター,指揮センター,1,,悪夢,0,0,160,
M0014,Ground_Control_Sprite.png,指揮センター,指揮センター,1,,狂気,0,0,188,
M0014,Ground_Control_Sprite.png,指揮センター,指揮センター,1,,極限,0,0,236,
M0015,Lion_Gawu_Sprite.png,フュージョン！獅子舞いガオー！,天王寺雅央,1,1,普通,5,1,236,
M0015,Lion_Gawu_Sprite.png,フュージョン！獅子舞いガオー！,天王寺雅央,1,1,困難,5,1,236,
M0015,Lion_Gawu_Sprite.png,フュージョン！獅子舞いガオー！,天王寺雅央,1,1,悪夢,5,1,236,
M0015,Lion_Gawu_Sprite.png,フュージョン！獅子舞いガオー！,天王寺雅央,1,1,狂気,5,1,236,
M0015,Lion_Gawu_Sprite.png,フュージョン！獅子舞いガオー！,天王寺雅央,1,1,極限,5,1,236,
M0016,Cracker_Croak_Sprite.png,三連爆竹ゲロゲロ,三連爆竹ゲロゲロ,,,普通,2,2,16,12
M0016,Cracker_Croak_Sprite.png,三連爆竹ゲロゲロ,三連爆竹ゲロゲロ,,,困難,2,2,16,12
M0016,Cracker_Croak_Sprite.png,三連爆竹ゲロゲロ,三連爆竹ゲロゲロ,,,悪夢,2,2,16,12
M0016,Cracker_Croak_Sprite.png,三連爆竹ゲロゲロ,三連爆竹ゲロゲロ,,,狂気,2,2,16,12
M0016,Cracker_Croak_Sprite.png,三連爆竹ゲロゲロ,三連爆竹ゲロゲロ,,,極限,2,2,16,12
M0017,Cracker_Croak_Sprite.png,爆竹ゲロゲロ,爆竹ゲロゲロ,,,普通,1,1,7,6
M0017,Cracker_Croak_Sprite.png,爆竹ゲロゲロ,爆竹ゲロゲロ,,,困難,1,1,8,6
M0017,Cracker_Croak_Sprite.png,爆竹ゲロゲロ,爆竹ゲロゲロ,,,悪夢,1,2,8,6
M0017,Cracker_Croak_Sprite.png,爆竹ゲロゲロ,爆竹ゲロゲロ,,,狂気,1,2,8,6
M0017,Cracker_Croak_Sprite.png,爆竹ゲロゲロ,爆竹ゲロゲロ,,,極限,1,2,9,6
M0018,Ambient_Enlivener_Robot_Sprite.png,雰囲気系ロボ,雰囲気系ロボ,,1,普通,3,0,21,15
M0018,Ambient_Enlivener_Robot_Sprite.png,雰囲気系ロボ,雰囲気系ロボ,,1,困難,3,1,22,15
M0018,Ambient_Enlivener_Robot_Sprite.png,雰囲気系ロボ,雰囲気系ロボ,,1,悪夢,4,1,23,15
M0018,Ambient_Enlivener_Robot_Sprite.png,雰囲気系ロボ,雰囲気系ロボ,,1,狂気,4,1,25,15
M0018,Ambient_Enlivener_Robot_Sprite.png,雰囲気系ロボ,雰囲気系ロボ,,1,極限,4,1,28,15
M0019,Mechanical_Snake_Dragon_Sprite.png,機械蛇龍,機械蛇龍,,,普通,0,0,8,9
M0019,Mechanical_Snake_Dragon_Sprite.png,機械蛇龍,機械蛇龍,,,困難,0,0,9,9
M0019,Mechanical_Snake_Dragon_Sprite.png,機械蛇龍,機械蛇龍,,,悪夢,0,0,9,9
M0019,Mechanical_Snake_Dragon_Sprite.png,機械蛇龍,機械蛇龍,,,狂気,0,0,11,9
M0019,Mechanical_Snake_Dragon_Sprite.png,機械蛇龍,機械蛇龍,,,極限,0,0,11,9
M0020,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,1,1,普通,2,1,99,
M0020,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,1,1,困難,2,1,110,
M0020,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,1,1,悪夢,3,2,120,
M0020,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,1,1,狂気,4,2,140,
M0021,Tennoji_Masao_Academy_Sprite.png,学院長代理,天王寺雅央,1,1,普通,2,2,111,
M0021,Tennoji_Masao_Academy_Sprite.png,学院長代理,天王寺雅央,1,1,困難,3,2,130,
M0021,Tennoji_Masao_Academy_Sprite.png,学院長代理,天王寺雅央,1,1,悪夢,3,2,160,
M0021,Tennoji_Masao_Academy_Sprite.png,学院長代理,天王寺雅央,1,1,狂気,4,2,200,
M0022,Jelly_Fighter_Sprite.png,ゼリーファイター,ゼリーファイター,,1,普通,2,6,35,6
M0022,Jelly_Fighter_Sprite.png,ゼリーファイター,ゼリーファイター,,1,困難,2,6,36,6
M0022,Jelly_Fighter_Sprite.png,ゼリーファイター,ゼリーファイター,,1,悪夢,3,8,38,6
M0022,Jelly_Fighter_Sprite.png,ゼリーファイター,ゼリーファイター,,1,狂気,4,10,40,6
M0023,Jelly_Guard_Sprite.png,ゼリーガーディアン,ゼリーガーディアン,,1,普通,3,4,15,9
M0023,Jelly_Guard_Sprite.png,ゼリーガーディアン,ゼリーガーディアン,,1,困難,3,4,16,9
M0023,Jelly_Guard_Sprite.png,ゼリーガーディアン,ゼリーガーディアン,,1,悪夢,4,4,18,9
M0023,Jelly_Guard_Sprite.png,ゼリーガーディアン,ゼリーガーディアン,,1,狂気,4,4,20,9
M0024,Jelly_Wizard_Sprite.png,ゼリーウィザード,ゼリーウィザード,,,普通,2,1,15,8
M0024,Jelly_Wizard_Sprite.png,ゼリーウィザード,ゼリーウィザード,,,困難,3,1,16,8
M0024,Jelly_Wizard_Sprite.png,ゼリーウィザード,ゼリーウィザード,,,悪夢,3,1,17,8
M0024,Jelly_Wizard_Sprite.png,ゼリーウィザード,ゼリーウィザード,,,狂気,3,1,21,8
M0025,Magic_Teapot_Sprite.png,魔法のティーポット,魔法のティーポット,,,普通,3,1,10,6
M0025,Magic_Teapot_Sprite.png,魔法のティーポット,魔法のティーポット,,,困難,3,1,11,6
M0025,Magic_Teapot_Sprite.png,魔法のティーポット,魔法のティーポット,,,悪夢,4,1,11,6
M0025,Magic_Teapot_Sprite.png,魔法のティーポット,魔法のティーポット,,,狂気,4,1,12,6
M0026,Mutant_Teapot_Sprite.png,変なティーポット,変なティーポット,,,普通,4,2,7,8
M0026,Mutant_Teapot_Sprite.png,変なティーポット,変なティーポット,,,困難,5,2,7,8
M0026,Mutant_Teapot_Sprite.png,変なティーポット,変なティーポット,,,悪夢,6,3,7,8
M0026,Mutant_Teapot_Sprite.png,変なティーポット,変なティーポット,,,狂気,6,3,8,8
M0027,Amakawa_Mamushi_Sprite.png,天川真夢梓,天川真夢梓,1,1,普通,4,1,99,
M0027,Amakawa_Mamushi_Sprite.png,天川真夢梓,天川真夢梓,1,1,困難,4,1,111,
M0027,Amakawa_Mamushi_Sprite.png,天川真夢梓,天川真夢梓,1,1,悪夢,5,2,120,
M0027,Amakawa_Mamushi_Sprite.png,天川真夢梓,天川真夢梓,1,1,狂気,6,2,150,
M0028,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,普通,1,1,88,
M0028,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,困難,2,2,100,
M0028,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,悪夢,3,3,110,
M0028,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,狂気,4,4,135,
M0029,Crab_Soldier_Sprite.png,蟹兄い,蟹兄い,,,普通,2,1,7,6
M0029,Crab_Soldier_Sprite.png,蟹兄い,蟹兄い,,,困難,3,1,8,6
M0029,Crab_Soldier_Sprite.png,蟹兄い,蟹兄い,,,悪夢,3,2,8,6
M0029,Crab_Soldier_Sprite.png,蟹兄い,蟹兄い,,,狂気,4,2,9,6
M0030,Prawn_Soldier_Sprite.png,蝦兄い,蝦兄い,,1,普通,3,1,20,8
M0030,Prawn_Soldier_Sprite.png,蝦兄い,蝦兄い,,1,困難,3,2,22,8
M0030,Prawn_Soldier_Sprite.png,蝦兄い,蝦兄い,,1,悪夢,4,2,24,8
M0030,Prawn_Soldier_Sprite.png,蝦兄い,蝦兄い,,1,狂気,4,2,26,8
M0031,Golden_Fish_Sprite.png,金ちゃん,金ちゃん,,1,普通,2,0,6,5
M0031,Golden_Fish_Sprite.png,金ちゃん,金ちゃん,,1,困難,3,0,7,5
M0031,Golden_Fish_Sprite.png,金ちゃん,金ちゃん,,1,悪夢,5,0,8,5
M0031,Golden_Fish_Sprite.png,金ちゃん,金ちゃん,,1,狂気,6,0,11,5
M0032,Loudmouth_Sprite.png,コエデカフグ,コエデカフグ,,,普通,3,0,18,8
M0032,Loudmouth_Sprite.png,コエデカフグ,コエデカフグ,,,困難,3,0,20,8
M0032,Loudmouth_Sprite.png,コエデカフグ,コエデカフグ,,,悪夢,4,1,20,8
M0032,Loudmouth_Sprite.png,コエデカフグ,コエデカフグ,,,狂気,4,1,24,8
M0033,Martial_Trainee_Sprite.png,ムキムキフグ,ムキムキフグ,,1,普通,3,3,13,8
M0033,Martial_Trainee_Sprite.png,ムキムキフグ,ムキムキフグ,,1,困難,4,4,14,8
M0033,Martial_Trainee_Sprite.png,ムキムキフグ,ムキムキフグ,,1,悪夢,5,4,15,8
M0033,Martial_Trainee_Sprite.png,ムキムキフグ,ムキムキフグ,,1,狂気,5,5,16,8
M0034,Amakawa_Mamushi_Sprite.png,天川真夢梓（味方）,天川真夢梓,,,普通,6,6,99,
M0034,Amakawa_Mamushi_Sprite.png,天川真夢梓（味方）,天川真夢梓,,,困難,6,6,99,
M0034,Amakawa_Mamushi_Sprite.png,天川真夢梓（味方）,天川真夢梓,,,悪夢,6,6,99,
M0034,Amakawa_Mamushi_Sprite.png,天川真夢梓（味方）,天川真夢梓,,,狂気,6,6,99,
M0035,Amakawa_Souri_Sprite.png,天川蒼鯉（味方）,天川蒼鯉,,,普通,4,4,99,
M0035,Amakawa_Souri_Sprite.png,天川蒼鯉（味方）,天川蒼鯉,,,困難,4,4,99,
M0035,Amakawa_Souri_Sprite.png,天川蒼鯉（味方）,天川蒼鯉,,,悪夢,4,4,99,
M0035,Amakawa_Souri_Sprite.png,天川蒼鯉（味方）,天川蒼鯉,,,狂気,4,4,99,
M0036,Mad_Scientist_Sprite.png,ドクター・マサオシュタイン,天王寺雅央,1,,普通,0,0,9,
M0036,Mad_Scientist_Sprite.png,ドクター・マサオシュタイン,天王寺雅央,1,,困難,0,0,9,
M0036,Mad_Scientist_Sprite.png,ドクター・マサオシュタイン,天王寺雅央,1,,悪夢,0,0,9,
M0036,Mad_Scientist_Sprite.png,ドクター・マサオシュタイン,天王寺雅央,1,,狂気,0,0,9,
M0037,Jack-in-the-Monkey_Sprite.png,さるのびっくり箱,さるのびっくり箱,,,普通,4,0,8,6
M0037,Jack-in-the-Monkey_Sprite.png,さるのびっくり箱,さるのびっくり箱,,,困難,4,0,9,6
M0037,Jack-in-the-Monkey_Sprite.png,さるのびっくり箱,さるのびっくり箱,,,悪夢,5,0,10,6
M0037,Jack-in-the-Monkey_Sprite.png,さるのびっくり箱,さるのびっくり箱,,,狂気,5,0,11,6
M0038,Buzzsaw_Monkey_Assistant_Sprite.png,さるの助手君,さるの助手君,,1,普通,3,1,16,8
M0038,Buzzsaw_Monkey_Assistant_Sprite.png,さるの助手君,さるの助手君,,1,困難,3,1,18,8
M0038,Buzzsaw_Monkey_Assistant_Sprite.png,さるの助手君,さるの助手君,,1,悪夢,4,1,20,8
M0038,Buzzsaw_Monkey_Assistant_Sprite.png,さるの助手君,さるの助手君,,1,狂気,4,2,22,8
M0039,Mad_Ape_Sprite.png,ゴリフランケンちゃん,ゴリフランケンちゃん,,1,普通,4,2,22,8
M0039,Mad_Ape_Sprite.png,ゴリフランケンちゃん,ゴリフランケンちゃん,,1,困難,4,2,24,8
M0039,Mad_Ape_Sprite.png,ゴリフランケンちゃん,ゴリフランケンちゃん,,1,悪夢,5,3,26,8
M0039,Mad_Ape_Sprite.png,ゴリフランケンちゃん,ゴリフランケンちゃん,,1,狂気,5,3,27,8
M0040,Candy_Pinata_Sprite.png,キャンディビニャータ,キャンディビニャータ,,1,普通,3,0,8,5
M0040,Candy_Pinata_Sprite.png,キャンディビニャータ,キャンディビニャータ,,1,困難,4,0,9,5
M0040,Candy_Pinata_Sprite.png,キャンディビニャータ,キャンディビニャータ,,1,悪夢,5,0,9,5
M0040,Candy_Pinata_Sprite.png,キャンディビニャータ,キャンディビニャータ,,1,狂気,5,0,10,5
M0041,Synthetic_Cataclysm_Sprite.png,人工生命体―天崩,人工生命体―天崩,,,普通,4,1,26,8
M0041,Synthetic_Cataclysm_Sprite.png,人工生命体―天崩,人工生命体―天崩,,,困難,4,1,28,8
M0041,Synthetic_Cataclysm_Sprite.png,人工生命体―天崩,人工生命体―天崩,,,悪夢,5,2,30,8
M0041,Synthetic_Cataclysm_Sprite.png,人工生命体―天崩,人工生命体―天崩,,,狂気,6,2,33,8
M0042,Synthetic_Omen_Sprite.png,人工生命体―厄兆,人工生命体―厄兆,,1,普通,4,2,26,8
M0042,Synthetic_Omen_Sprite.png,人工生命体―厄兆,人工生命体―厄兆,,1,困難,4,2,29,8
M0042,Synthetic_Omen_Sprite.png,人工生命体―厄兆,人工生命体―厄兆,,1,悪夢,5,3,30,8
M0042,Synthetic_Omen_Sprite.png,人工生命体―厄兆,人工生命体―厄兆,,1,狂気,6,3,33,8
M0043,Synthetic_Chaos_Sprite.png,人工生命体―混乱,人工生命体―混乱,,1,普通,5,3,38,8
M0043,Synthetic_Chaos_Sprite.png,人工生命体―混乱,人工生命体―混乱,,1,困難,6,3,42,8
M0043,Synthetic_Chaos_Sprite.png,人工生命体―混乱,人工生命体―混乱,,1,悪夢,7,4,45,8
M0043,Synthetic_Chaos_Sprite.png,人工生命体―混乱,人工生命体―混乱,,1,狂気,7,5,50,8
M0044,Rampant_Phoenix_Sprite.png,ダーク・フェニックス,ダーク・フェニックス,1,1,普通,0,0,150,
M0044,Rampant_Phoenix_Sprite.png,ダーク・フェニックス,ダーク・フェニックス,1,1,困難,1,1,180,
M0044,Rampant_Phoenix_Sprite.png,ダーク・フェニックス,ダーク・フェニックス,1,1,悪夢,1,1,240,
M0044,Rampant_Phoenix_Sprite.png,ダーク・フェニックス,ダーク・フェニックス,1,1,狂気,2,1,270,
M0045,Fen_(Lovebird_Conscious)_Sprite.png,ヒメ（孔雀）,ヒメ（孔雀）,1,1,普通,4,3,55,
M0045,Fen_(Lovebird_Conscious)_Sprite.png,ヒメ（孔雀）,ヒメ（孔雀）,1,1,困難,5,4,70,
M0045,Fen_(Lovebird_Conscious)_Sprite.png,ヒメ（孔雀）,ヒメ（孔雀）,1,1,悪夢,5,4,88,
M0045,Fen_(Lovebird_Conscious)_Sprite.png,ヒメ（孔雀）,ヒメ（孔雀）,1,1,狂気,6,5,99,
M0046,Fen_(Lovebird_Conscious)_Sprite.png,ヒメ（鷺鷲）,ヒメ（鷺鷲）,1,1,普通,3,2,50,
M0046,Fen_(Lovebird_Conscious)_Sprite.png,ヒメ（鷺鷲）,ヒメ（鷺鷲）,1,1,困難,3,3,65,
M0046,Fen_(Lovebird_Conscious)_Sprite.png,ヒメ（鷺鷲）,ヒメ（鷺鷲）,1,1,悪夢,4,4,80,
M0046,Fen_(Lovebird_Conscious)_Sprite.png,ヒメ（鷺鷲）,ヒメ（鷺鷲）,1,1,狂気,5,5,90,
M0047,Bronze_Lovebird_Chalice_Sprite.png,オシドリ係,オシドリの盃,,1,普通,3,2,20,12
M0047,Bronze_Lovebird_Chalice_Sprite.png,オシドリ係,オシドリの盃,,1,困難,4,2,22,12
M0047,Bronze_Lovebird_Chalice_Sprite.png,オシドリ係,オシドリの盃,,1,悪夢,4,3,26,12
M0047,Bronze_Lovebird_Chalice_Sprite.png,オシドリ係,オシドリの盃,,1,狂気,5,3,28,12
M0048,Bronze_Peacock_Chalice_Sprite.png,クジャク係,クジャクの盃,,1,普通,5,2,40,18
M0048,Bronze_Peacock_Chalice_Sprite.png,クジャク係,クジャクの盃,,1,困難,5,3,45,18
M0048,Bronze_Peacock_Chalice_Sprite.png,クジャク係,クジャクの盃,,1,悪夢,6,4,50,18
M0048,Bronze_Peacock_Chalice_Sprite.png,クジャク係,クジャクの盃,,1,狂気,7,4,55,18
M0049,Bronze_Crane_Chalice_Sprite.png,センズル係,ツルの盃,,1,普通,4,2,20,12
M0049,Bronze_Crane_Chalice_Sprite.png,センズル係,ツルの盃,,1,困難,5,2,22,12
M0049,Bronze_Crane_Chalice_Sprite.png,センズル係,ツルの盃,,1,悪夢,5,2,24,12
M0049,Bronze_Crane_Chalice_Sprite.png,センズル係,ツルの盃,,1,狂気,6,3,26,12
M0050,Poultry_Waiter_Sprite.png,ニワトリ係,ニワトリ係,,,普通,4,2,18,10
M0050,Poultry_Waiter_Sprite.png,ニワトリ係,ニワトリ係,,,困難,4,2,20,10
M0050,Poultry_Waiter_Sprite.png,ニワトリ係,ニワトリ係,,,悪夢,5,2,20,10
M0050,Poultry_Waiter_Sprite.png,ニワトリ係,ニワトリ係,,,狂気,5,2,23,10
M0051,Receptionist_Swallow_Sprite.png,お出迎え係,お出迎え係,,,普通,3,1,10,7
M0051,Receptionist_Swallow_Sprite.png,お出迎え係,お出迎え係,,,困難,4,1,11,7
M0051,Receptionist_Swallow_Sprite.png,お出迎え係,お出迎え係,,,悪夢,4,2,12,7
M0051,Receptionist_Swallow_Sprite.png,お出迎え係,お出迎え係,,,狂気,5,2,13,7
M0101,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,,1,普通,2,1,88,
M0101,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,,1,困難,2,1,99,
M0101,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,,1,悪夢,3,2,110,
M0101,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,,1,狂気,4,2,120,
M0102,Tennoji_Masao_Academy_Sprite.png,学院長代理,天王寺雅央,,1,普通,2,2,99,
M0102,Tennoji_Masao_Academy_Sprite.png,学院長代理,天王寺雅央,,1,困難,3,2,111,
M0102,Tennoji_Masao_Academy_Sprite.png,学院長代理,天王寺雅央,,1,悪夢,3,2,130,
M0102,Tennoji_Masao_Academy_Sprite.png,学院長代理,天王寺雅央,,1,狂気,4,2,130,
M0103,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,,1,普通,2,1,30,18
M0103,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,,1,困難,2,1,35,18
M0103,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,,1,悪夢,3,2,40,18
M0103,Tennoji_Masao_Academy_Security_Sprite.png,学院警備官,天王寺雅央,,1,狂気,4,2,45,18
M0104,Referee_Amy_Sprite.png,審判長エイミー,審判長エイミー,,1,普通,5,1,24,14
M0104,Referee_Amy_Sprite.png,審判長エイミー,審判長エイミー,,1,困難,5,1,27,14
M0104,Referee_Amy_Sprite.png,審判長エイミー,審判長エイミー,,1,悪夢,6,1,30,14
M0104,Referee_Amy_Sprite.png,審判長エイミー,審判長エイミー,,1,狂気,6,2,33,14
M0105,Treasure_Barrel_Sprite.png,トレジャーダル,トレジャーダル,,,普通,0,0,4,10
M0105,Treasure_Barrel_Sprite.png,トレジャーダル,トレジャーダル,,,困難,0,0,4,10
M0105,Treasure_Barrel_Sprite.png,トレジャーダル,トレジャーダル,,,悪夢,0,0,4,10
M0105,Treasure_Barrel_Sprite.png,トレジャーダル,トレジャーダル,,,狂気,0,0,4,10
M0106,Amakawa_Mamushi_Sprite.png,天川真夢梓,天川真夢梓,1,1,普通,4,1,88,
M0106,Amakawa_Mamushi_Sprite.png,天川真夢梓,天川真夢梓,1,1,困難,4,1,99,
M0106,Amakawa_Mamushi_Sprite.png,天川真夢梓,天川真夢梓,1,1,悪夢,5,2,111,
M0106,Amakawa_Mamushi_Sprite.png,天川真夢梓,天川真夢梓,1,1,狂気,6,2,126,
M0107,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,普通,1,1,80,
M0107,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,困難,1,1,90,
M0107,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,悪夢,2,2,100,
M0107,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,狂気,3,3,111,
M0108,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,普通,1,1,30,18
M0108,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,困難,1,1,35,18
M0108,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,悪夢,2,2,40,18
M0108,Amakawa_Souri_Sprite.png,天川蒼鯉,天川蒼鯉,1,1,狂気,3,3,45,18
M0109,High-Tech_Tycoon_Gawu_Sprite.png,デックジャイアント ガオー,天王寺雅央,1,1,普通,3,1,128,
